Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	uniProt.taxonomy_id_500485	n10	1.0	Terminal	uniProt_taxonomy_id_500485_Pc18g01150, uniProt_taxonomy_id_500485_Pc22g18720, uniProt_taxonomy_id_500485_Pc20g04920	uniProt_taxonomy_id_500485_Pc16g00850, uniProt_taxonomy_id_500485_Pc22g24220, uniProt_taxonomy_id_500485_Pc14g02260, uniProt_taxonomy_id_500485_Pc12g06600, uniProt_taxonomy_id_500485_Pc21g13180, uniProt_taxonomy_id_500485_Pc16g04480, uniProt_taxonomy_id_500485_Pc16g11670, uniProt_taxonomy_id_500485_Pc16g02820
OG0000000	uniProt.taxonomy_id_500485	n11	1.0	Terminal	uniProt_taxonomy_id_500485_Pc18g01150, uniProt_taxonomy_id_500485_Pc22g18720	uniProt_taxonomy_id_500485_Pc20g04920
OG0000000	uniProt.taxonomy_id_500485	n12	1.0	Terminal	uniProt_taxonomy_id_500485_Pc18g01150	uniProt_taxonomy_id_500485_Pc22g18720
OG0000000	uniProt.taxonomy_id_500485	n13	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g00850, uniProt_taxonomy_id_500485_Pc22g24220, uniProt_taxonomy_id_500485_Pc14g02260, uniProt_taxonomy_id_500485_Pc12g06600	uniProt_taxonomy_id_500485_Pc21g13180, uniProt_taxonomy_id_500485_Pc16g04480, uniProt_taxonomy_id_500485_Pc16g11670, uniProt_taxonomy_id_500485_Pc16g02820
OG0000000	uniProt.taxonomy_id_500485	n14	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g00850, uniProt_taxonomy_id_500485_Pc22g24220	uniProt_taxonomy_id_500485_Pc14g02260, uniProt_taxonomy_id_500485_Pc12g06600
OG0000000	uniProt.taxonomy_id_500485	n15	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g00850	uniProt_taxonomy_id_500485_Pc22g24220
OG0000000	uniProt.taxonomy_id_500485	n16	1.0	Terminal	uniProt_taxonomy_id_500485_Pc14g02260	uniProt_taxonomy_id_500485_Pc12g06600
OG0000000	uniProt.taxonomy_id_500485	n17	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g13180, uniProt_taxonomy_id_500485_Pc16g04480, uniProt_taxonomy_id_500485_Pc16g11670	uniProt_taxonomy_id_500485_Pc16g02820
OG0000000	uniProt.taxonomy_id_500485	n18	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g13180, uniProt_taxonomy_id_500485_Pc16g04480	uniProt_taxonomy_id_500485_Pc16g11670
OG0000000	uniProt.taxonomy_id_500485	n19	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g13180	uniProt_taxonomy_id_500485_Pc16g04480
OG0000000	uniProt.taxonomy_id_500485	n20	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g10500, uniProt_taxonomy_id_500485_Pc06g01070	uniProt_taxonomy_id_500485_Pc12g14890, uniProt_taxonomy_id_500485_Pc21g20360, uniProt_taxonomy_id_500485_Pc16g06630, uniProt_taxonomy_id_500485_Pc21g05310, uniProt_taxonomy_id_500485_Pc21g09220, uniProt_taxonomy_id_500485_Pc16g07090, uniProt_taxonomy_id_500485_Pc22g21580
OG0000000	uniProt.taxonomy_id_500485	n21	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g10500	uniProt_taxonomy_id_500485_Pc06g01070
OG0000000	uniProt.taxonomy_id_500485	n22	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g14890, uniProt_taxonomy_id_500485_Pc21g20360, uniProt_taxonomy_id_500485_Pc16g06630, uniProt_taxonomy_id_500485_Pc21g05310, uniProt_taxonomy_id_500485_Pc21g09220, uniProt_taxonomy_id_500485_Pc16g07090	uniProt_taxonomy_id_500485_Pc22g21580
OG0000000	uniProt.taxonomy_id_500485	n23	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g14890, uniProt_taxonomy_id_500485_Pc21g20360, uniProt_taxonomy_id_500485_Pc16g06630, uniProt_taxonomy_id_500485_Pc21g05310, uniProt_taxonomy_id_500485_Pc21g09220	uniProt_taxonomy_id_500485_Pc16g07090
OG0000000	uniProt.taxonomy_id_500485	n24	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g14890, uniProt_taxonomy_id_500485_Pc21g20360	uniProt_taxonomy_id_500485_Pc16g06630, uniProt_taxonomy_id_500485_Pc21g05310, uniProt_taxonomy_id_500485_Pc21g09220
OG0000000	uniProt.taxonomy_id_500485	n25	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g14890	uniProt_taxonomy_id_500485_Pc21g20360
OG0000000	uniProt.taxonomy_id_500485	n26	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g06630, uniProt_taxonomy_id_500485_Pc21g05310	uniProt_taxonomy_id_500485_Pc21g09220
OG0000000	uniProt.taxonomy_id_500485	n27	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g06630	uniProt_taxonomy_id_500485_Pc21g05310
OG0000000	uniProt.taxonomy_id_500485	n28	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g02570, uniProt_taxonomy_id_500485_Pc20g11070, uniProt_taxonomy_id_500485_Pc16g02690, uniProt_taxonomy_id_500485_Pc21g12990, uniProt_taxonomy_id_500485_Pc22g08560	uniProt_taxonomy_id_500485_Pc21g05100, uniProt_taxonomy_id_500485_Pc12g03190, uniProt_taxonomy_id_500485_Pc16g12280, uniProt_taxonomy_id_500485_Pc22g00230, uniProt_taxonomy_id_500485_Pc15g00120, uniProt_taxonomy_id_500485_Pc16g04700, uniProt_taxonomy_id_500485_Pc13g12730, uniProt_taxonomy_id_500485_Pc21g09630, uniProt_taxonomy_id_500485_Pc12g13380, uniProt_taxonomy_id_500485_Pc22g17370, uniProt_taxonomy_id_500485_Pc18g02270, uniProt_taxonomy_id_500485_Pc12g00860, uniProt_taxonomy_id_500485_Pc17g00530, uniProt_taxonomy_id_500485_Pc21g19260
OG0000000	uniProt.taxonomy_id_500485	n29	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g02570, uniProt_taxonomy_id_500485_Pc20g11070, uniProt_taxonomy_id_500485_Pc16g02690	uniProt_taxonomy_id_500485_Pc21g12990, uniProt_taxonomy_id_500485_Pc22g08560
OG0000000	uniProt.taxonomy_id_500485	n30	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g02570	uniProt_taxonomy_id_500485_Pc20g11070, uniProt_taxonomy_id_500485_Pc16g02690
OG0000000	uniProt.taxonomy_id_500485	n31	1.0	Terminal	uniProt_taxonomy_id_500485_Pc20g11070	uniProt_taxonomy_id_500485_Pc16g02690
OG0000000	uniProt.taxonomy_id_500485	n32	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g12990	uniProt_taxonomy_id_500485_Pc22g08560
OG0000000	uniProt.taxonomy_id_500485	n33	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g05100, uniProt_taxonomy_id_500485_Pc12g03190, uniProt_taxonomy_id_500485_Pc16g12280, uniProt_taxonomy_id_500485_Pc22g00230, uniProt_taxonomy_id_500485_Pc15g00120	uniProt_taxonomy_id_500485_Pc16g04700, uniProt_taxonomy_id_500485_Pc13g12730, uniProt_taxonomy_id_500485_Pc21g09630, uniProt_taxonomy_id_500485_Pc12g13380, uniProt_taxonomy_id_500485_Pc22g17370, uniProt_taxonomy_id_500485_Pc18g02270, uniProt_taxonomy_id_500485_Pc12g00860, uniProt_taxonomy_id_500485_Pc17g00530, uniProt_taxonomy_id_500485_Pc21g19260
OG0000000	uniProt.taxonomy_id_500485	n34	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g05100, uniProt_taxonomy_id_500485_Pc12g03190	uniProt_taxonomy_id_500485_Pc16g12280, uniProt_taxonomy_id_500485_Pc22g00230, uniProt_taxonomy_id_500485_Pc15g00120
OG0000000	uniProt.taxonomy_id_500485	n35	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g05100	uniProt_taxonomy_id_500485_Pc12g03190
OG0000000	uniProt.taxonomy_id_500485	n36	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g12280, uniProt_taxonomy_id_500485_Pc22g00230	uniProt_taxonomy_id_500485_Pc15g00120
OG0000000	uniProt.taxonomy_id_500485	n37	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g12280	uniProt_taxonomy_id_500485_Pc22g00230
OG0000000	uniProt.taxonomy_id_500485	n38	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g04700, uniProt_taxonomy_id_500485_Pc13g12730, uniProt_taxonomy_id_500485_Pc21g09630, uniProt_taxonomy_id_500485_Pc12g13380, uniProt_taxonomy_id_500485_Pc22g17370, uniProt_taxonomy_id_500485_Pc18g02270	uniProt_taxonomy_id_500485_Pc12g00860, uniProt_taxonomy_id_500485_Pc17g00530, uniProt_taxonomy_id_500485_Pc21g19260
OG0000000	uniProt.taxonomy_id_500485	n39	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g04700, uniProt_taxonomy_id_500485_Pc13g12730	uniProt_taxonomy_id_500485_Pc21g09630, uniProt_taxonomy_id_500485_Pc12g13380, uniProt_taxonomy_id_500485_Pc22g17370, uniProt_taxonomy_id_500485_Pc18g02270
OG0000000	uniProt.taxonomy_id_500485	n40	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g04700	uniProt_taxonomy_id_500485_Pc13g12730
OG0000000	uniProt.taxonomy_id_500485	n41	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g09630, uniProt_taxonomy_id_500485_Pc12g13380, uniProt_taxonomy_id_500485_Pc22g17370	uniProt_taxonomy_id_500485_Pc18g02270
OG0000000	uniProt.taxonomy_id_500485	n42	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g09630, uniProt_taxonomy_id_500485_Pc12g13380	uniProt_taxonomy_id_500485_Pc22g17370
OG0000000	uniProt.taxonomy_id_500485	n43	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g09630	uniProt_taxonomy_id_500485_Pc12g13380
OG0000000	uniProt.taxonomy_id_500485	n44	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g00860, uniProt_taxonomy_id_500485_Pc17g00530	uniProt_taxonomy_id_500485_Pc21g19260
OG0000000	uniProt.taxonomy_id_500485	n45	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g00860	uniProt_taxonomy_id_500485_Pc17g00530
OG0000001	uniProt.taxonomy_id_500485	n0	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g00390	uniProt_taxonomy_id_500485_Pc21g12900, uniProt_taxonomy_id_500485_Pc21g22550, uniProt_taxonomy_id_500485_Pc20g15350, uniProt_taxonomy_id_500485_Pc13g02340, uniProt_taxonomy_id_500485_Pc21g13210, uniProt_taxonomy_id_500485_Pc12g02980, uniProt_taxonomy_id_500485_Pc16g10250, uniProt_taxonomy_id_500485_Pc18g01060, uniProt_taxonomy_id_500485_Pc16g00540, uniProt_taxonomy_id_500485_Pc21g00550, uniProt_taxonomy_id_500485_Pc12g07720, uniProt_taxonomy_id_500485_Pc16g06680, uniProt_taxonomy_id_500485_Pc21g12530, uniProt_taxonomy_id_500485_Pc16g06740, uniProt_taxonomy_id_500485_Pc21g02630, uniProt_taxonomy_id_500485_Pc13g07100, uniProt_taxonomy_id_500485_Pc18g02310, uniProt_taxonomy_id_500485_Pc21g14850, uniProt_taxonomy_id_500485_Pc13g05720, uniProt_taxonomy_id_500485_Pc12g09920, uniProt_taxonomy_id_500485_Pc17g01250, uniProt_taxonomy_id_500485_Pc17g00420, uniProt_taxonomy_id_500485_Pc22g26250, uniProt_taxonomy_id_500485_Pc16g15340, uniProt_taxonomy_id_500485_Pc14g02310, uniProt_taxonomy_id_500485_Pc12g06470, uniProt_taxonomy_id_500485_Pc21g06480, uniProt_taxonomy_id_500485_Pc21g10510, uniProt_taxonomy_id_500485_Pc03g00220, uniProt_taxonomy_id_500485_Pc06g02160, uniProt_taxonomy_id_500485_Pc17g00440, uniProt_taxonomy_id_500485_Pc22g26000, uniProt_taxonomy_id_500485_Pc17g00110, uniProt_taxonomy_id_500485_Pc24g01930, uniProt_taxonomy_id_500485_Pc19g00090, uniProt_taxonomy_id_500485_Pc21g00460, uniProt_taxonomy_id_500485_Pc19g00260, uniProt_taxonomy_id_500485_Pc19g00740, uniProt_taxonomy_id_500485_Pc24g01940, uniProt_taxonomy_id_500485_Pc21g08340, uniProt_taxonomy_id_500485_Pc21g11630, uniProt_taxonomy_id_500485_Pc12g02940, uniProt_taxonomy_id_500485_Pc21g22330, uniProt_taxonomy_id_500485_Pc21g10930
OG0000001	uniProt.taxonomy_id_500485	n1	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g12900, uniProt_taxonomy_id_500485_Pc21g22550, uniProt_taxonomy_id_500485_Pc20g15350, uniProt_taxonomy_id_500485_Pc13g02340, uniProt_taxonomy_id_500485_Pc21g13210, uniProt_taxonomy_id_500485_Pc12g02980, uniProt_taxonomy_id_500485_Pc16g10250, uniProt_taxonomy_id_500485_Pc18g01060, uniProt_taxonomy_id_500485_Pc16g00540, uniProt_taxonomy_id_500485_Pc21g00550, uniProt_taxonomy_id_500485_Pc12g07720, uniProt_taxonomy_id_500485_Pc16g06680, uniProt_taxonomy_id_500485_Pc21g12530, uniProt_taxonomy_id_500485_Pc16g06740, uniProt_taxonomy_id_500485_Pc21g02630, uniProt_taxonomy_id_500485_Pc13g07100, uniProt_taxonomy_id_500485_Pc18g02310, uniProt_taxonomy_id_500485_Pc21g14850, uniProt_taxonomy_id_500485_Pc13g05720, uniProt_taxonomy_id_500485_Pc12g09920, uniProt_taxonomy_id_500485_Pc17g01250, uniProt_taxonomy_id_500485_Pc17g00420, uniProt_taxonomy_id_500485_Pc22g26250, uniProt_taxonomy_id_500485_Pc16g15340, uniProt_taxonomy_id_500485_Pc14g02310, uniProt_taxonomy_id_500485_Pc12g06470, uniProt_taxonomy_id_500485_Pc21g06480, uniProt_taxonomy_id_500485_Pc21g10510, uniProt_taxonomy_id_500485_Pc03g00220, uniProt_taxonomy_id_500485_Pc06g02160, uniProt_taxonomy_id_500485_Pc17g00440, uniProt_taxonomy_id_500485_Pc22g26000, uniProt_taxonomy_id_500485_Pc17g00110, uniProt_taxonomy_id_500485_Pc24g01930, uniProt_taxonomy_id_500485_Pc19g00090, uniProt_taxonomy_id_500485_Pc21g00460, uniProt_taxonomy_id_500485_Pc19g00260, uniProt_taxonomy_id_500485_Pc19g00740, uniProt_taxonomy_id_500485_Pc24g01940, uniProt_taxonomy_id_500485_Pc21g08340, uniProt_taxonomy_id_500485_Pc21g11630, uniProt_taxonomy_id_500485_Pc12g02940	uniProt_taxonomy_id_500485_Pc21g22330, uniProt_taxonomy_id_500485_Pc21g10930
